22352409	A	559:785
22354902	T	0:85
22354902	A	0:10
22360570	T	0:73
22360570	A	0:120
22360570	A	121:253
22360570	A	254:345
22360570	A	346:474
22360570	A	475:566
22360570	A	567:666
22360570	A	667:767
22360570	A	768:904
22360570	A	905:1038
22364642	T	0:137
22364642	A	0:487
22370640	T	0:75
22370640	A	0:93
22370640	A	94:170
22370640	A	171:332
22370640	A	333:521
22370640	A	522:643
22370640	A	644:713
22370640	A	714:801
22370640	A	802:903
22370640	A	904:956
22370640	A	957:1104
22370640	A	1105:1192
22370640	A	1193:1339
22372659	T	0:141
22372659	A	0:139
22372659	A	140:222
22372659	A	223:394
22372865	T	0:99
22372865	A	0:96
22372865	A	97:206
22372865	A	207:466
22372865	A	467:785
22372865	A	786:906
22372865	A	907:962
22372865	A	963:1024
22372865	A	1025:1138
22372865	A	1139:1389
22372865	A	1390:1526
22372865	A	1527:1769
22381584	T	0:152
22381584	A	0:237
22381584	A	238:390
22381584	A	391:673
22381584	A	674:874
22381584	A	875:1049
22381584	A	1050:1210
22381584	A	1211:1375
22381584	A	1376:1474
22381584	A	1475:1584
22381584	A	1585:1769
22381584	A	1770:1934
22381584	A	1935:2157
22381584	A	2158:2468
22381584	A	2469:2553
22391562	T	0:101
22391562	A	0:59
22391562	A	60:241
22391562	A	242:390
22391562	A	391:492
22391562	A	493:703
22391562	A	704:939
22391562	A	940:1064
22391562	A	1065:1184
22391562	A	1185:1299
22391562	A	1300:1495
22393914	T	0:119
22393914	A	0:113
22393914	A	114:225
22393914	A	226:307
22393914	A	308:436
22393914	A	437:499
22393914	A	500:719
22393914	A	720:821
22393914	A	822:969
22393914	A	970:1033
22393914	A	1034:1199
22393914	A	1200:1297
22393914	A	1298:1459
22400496	T	0:114
22400496	A	0:115
22400496	A	116:262
22400496	A	263:345
22400496	A	346:435
22401710	T	0:107
22401710	A	0:308
22401710	A	309:401
22401710	A	402:535
22401710	A	536:697
22401710	A	698:803
22401710	A	804:979
22401710	A	980:1081
22401710	A	1082:1227
22401710	A	1228:1341
22401710	A	1342:1432
22401710	A	1433:1593
22401710	A	1594:1710
22410775	T	0:149
22410775	A	0:113
22410775	A	114:248
22410775	A	249:330
22410775	A	331:421
22410775	A	422:543
22410775	A	544:741
22410775	A	742:883
22410775	A	884:1025
22410775	A	1026:1173
22410778	T	0:161
22410778	A	0:201
22410778	A	202:459
22410778	A	460:677
22410778	A	678:817
22410778	A	818:1137
22410778	A	1138:1227
22410778	A	1228:1369
22410778	A	1370:1726
22424051	T	0:60
22424051	A	0:309
22424051	A	310:371
22426233	T	0:131
22426233	A	0:223
22426233	A	224:315
22426233	A	316:559
22426233	A	560:703
22426233	A	704:1009
22426233	A	1010:1211
22426233	A	1212:1416
22426233	A	1417:1588
22426233	A	1589:1673
22429027	T	0:71
22429027	A	0:129
22429027	A	130:616
22429027	A	617:780
22430206	T	0:89
22430206	A	0:105
22430206	A	106:184
22430206	A	185:322
22430206	A	323:427
22430206	A	428:539
22430206	A	540:721
22430206	A	722:939
22430206	A	940:1097
22430206	A	1098:1217
22430206	A	1218:1342
22430206	A	1343:1495
22430206	A	1496:1595
22430206	A	1596:1724
22430206	A	1725:1884
22430206	A	1885:2054
22438091	T	0:70
22438091	A	0:77
22438091	A	78:183
22438091	A	184:348
22438091	A	349:518
22438091	A	519:656
22438091	A	657:777
22438091	A	778:936
22438091	A	937:1067
22438103	T	0:102
22438103	A	0:150
22438103	A	151:344
22438103	A	345:529
22438103	A	530:611
22438103	A	612:915
22438103	A	916:1006
22439867	T	0:79
22439867	A	0:84
22439867	A	85:422
22439867	A	423:735
22439867	A	736:1108
22440717	T	0:124
22440717	A	0:173
22440717	A	174:469
22440717	A	470:665
22440717	A	666:901
22440717	A	902:1302
22440717	A	1303:1534
22440717	A	1535:1713
22443216	T	0:152
22443216	A	0:190
22443216	A	191:289
22443216	A	290:527
22443216	A	528:687
22443216	A	688:864
22443683	T	0:122
22443683	A	0:154
22443683	A	155:591
22443683	A	592:1081
22443683	A	1082:1206
22443683	A	1207:1288
22443683	A	1289:1410
22447662	T	0:127
22447662	A	0:111
22447662	A	112:307
22447662	A	308:368
22447662	A	369:623
22447662	A	624:777
22447662	A	778:988
22447662	A	989:1325
22447662	A	1326:1476
22447684	T	0:107
22447684	A	0:287
22447684	A	288:469
22447684	A	470:627
22447684	A	628:834
22447684	A	835:948
22447684	A	949:1172
22447684	A	1173:1321
22447684	A	1322:1525
22451331	T	0:52
22451331	A	0:156
22451331	A	157:268
22451331	A	269:438
22451331	A	439:563
22451331	A	564:714
22451331	A	715:891
22451331	A	892:1085
22451331	A	1086:1169
22455790	T	0:67
22455790	A	0:107
22455790	A	108:153
22455790	A	154:289
22455986	T	0:155
22455986	A	0:70
22455986	A	71:234
22455986	A	235:347
22455986	A	348:411
22455986	A	412:626
22455986	A	627:737
22456000	T	0:84
22456000	A	0:123
22456000	A	124:254
22456328	T	0:67
22456328	A	0:149
22456328	A	150:320
22456328	A	321:386
22456328	A	387:648
22456328	A	649:716
22456328	A	717:813
22456328	A	814:935
22456328	A	936:1077
22456328	A	1078:1224
22465815	T	0:153
22465815	A	0:138
22465815	A	139:222
22465815	A	223:364
22465815	A	365:549
22465815	A	550:674
22465815	A	675:768
22465815	A	769:1042
22465815	A	1043:1198
22465815	A	1199:1514
22465815	A	1515:1599
22472136	T	0:132
22472136	A	0:320
22472136	A	321:505
22472136	A	506:586
22472136	A	587:642
22475036	T	0:58
22475036	A	0:251
22475036	A	252:576
22475047	T	0:69
22475047	A	0:130
22475047	A	131:219
22475047	A	220:331
22480349	T	0:47
22480349	A	0:414
22480349	A	415:426
22480349	A	427:551
22491024	T	0:165
22491024	A	0:203
22491024	A	204:522
22491024	A	523:714
22491024	A	715:923
22491024	A	924:1026
22491024	A	1027:1208
22491024	A	1209:1444
22491024	A	1445:1619
22491024	A	1620:1944
22491024	A	1945:2029
22493952	T	0:60
22493952	A	0:235
22493952	A	236:315
22493952	A	316:525
22493952	A	526:678
22493952	A	679:701
22493952	A	702:709
22493952	A	710:759
22493952	A	760:863
22493952	A	864:1131
22493952	A	1132:1139
22493952	A	1140:1230
22493952	A	1231:1399
22493952	A	1400:1501
22494026	T	0:49
22494026	A	0:324
22494026	A	325:443
22495969	T	0:92
22495969	A	0:220
22495969	A	221:447
22495969	A	448:519
22495969	A	520:776
22495969	A	777:987
22495969	A	988:1175
22495969	A	1176:1379
22499272	T	0:134
22499272	A	0:126
22499272	A	127:418
22499272	A	419:702
22499272	A	703:881
22499272	A	882:1003
22499272	A	1004:1199
22503097	T	0:123
22503097	A	0:176
22503097	A	177:288
22503097	A	289:469
22503097	A	470:570
22503097	A	571:694
22503097	A	695:831
22503097	A	832:1094
22503097	A	1095:1299
22503097	A	1300:1564
22503097	A	1565:1725
22508482	T	0:126
22508482	A	0:103
22508482	A	104:332
22508482	A	333:448
22508482	A	449:726
22508482	A	727:918
22508482	A	919:1042
22508482	A	1043:1152
22508482	A	1153:1252
22508482	A	1253:1402
22508482	A	1403:1616
22508482	A	1617:1783
22508483	T	0:55
22508483	A	0:175
22508483	A	176:279
22508483	A	280:482
22508483	A	483:651
22508483	A	652:760
22511240	T	0:96
22511240	A	0:168
22511240	A	169:303
22511240	A	304:454
22511240	A	455:549
22511240	A	550:643
22511240	A	644:848
22511286	T	0:151
22511286	A	0:200
22511286	A	201:320
22511286	A	321:442
22511286	A	443:724
22511286	A	725:869
22511286	A	870:957
22511286	A	958:1010
22511286	A	1011:1178
22511336	T	0:87
22511336	A	0:83
22511336	A	84:204
22511336	A	205:325
22511336	A	326:582
22511336	A	583:821
22511336	A	822:1070
22511336	A	1071:1133
22519721	T	0:79
22519721	A	0:140
22519721	A	141:307
22519721	A	308:422
22519721	A	423:504
22519721	A	505:667
22519721	A	668:751
22519721	A	752:821
22519721	A	822:916
22519721	A	917:1026
22519721	A	1027:1256
22521210	T	0:73
22521210	A	0:120
22521210	A	121:287
22521210	A	288:454
22521210	A	455:623
22521210	A	624:772
22521210	A	773:865
22521210	A	866:978
22521210	A	979:1176
22521210	A	1177:1327
22521210	A	1328:1623
22521210	A	1624:1731
22524504	T	0:116
22524504	A	0:290
22524504	A	291:378
22524504	A	379:487
22524504	A	488:583
22524504	A	584:721
22524504	A	722:784
22524504	A	785:1012
22524504	A	1013:1144
22524504	A	1145:1228
22524504	A	1229:1369
22525271	T	0:77
22525271	A	0:144
22525271	A	145:342
22525271	A	343:552
22525271	A	553:608
22525271	A	609:853
22525271	A	854:964
22525271	A	965:1095
22525272	T	0:111
22525272	A	0:107
22525272	A	108:269
22525272	A	270:359
22525272	A	360:467
22525272	A	468:682
22525272	A	683:823
22525272	A	824:907
22525272	A	908:1027
22525272	A	1028:1188
22525272	A	1189:1317
22525272	A	1318:1390
22525272	A	1391:1495
22525272	A	1496:1698
22531751	T	0:87
22531751	A	0:168
22531751	A	169:272
22531751	A	273:391
22531751	A	392:573
22531751	A	574:722
22531751	A	723:827
22531751	A	828:1004
22531751	A	1005:1109
22531751	A	1110:1240
22531751	A	1241:1353
22531751	A	1354:1516
22531751	A	1517:1630
22531751	A	1631:1715
22532499	T	0:170
22532499	A	0:225
22532499	A	226:341
22532499	A	342:477
22532499	A	478:713
22532499	A	714:774
22532499	A	775:926
22532499	A	927:1050
22537580	T	0:90
22537580	A	0:167
22537580	A	168:177
22537580	A	178:434
22548320	T	0:53
22548320	A	0:244
22548320	A	245:354
22548320	A	355:527
22549410	T	0:109
22549410	A	0:185
22549410	A	186:380
22549410	A	381:599
22549410	A	600:757
22549410	A	758:974
22549410	A	975:1121
22549410	A	1122:1473
22551778	T	0:177
22551778	A	0:96
22551778	A	97:296
22551778	A	297:413
22551778	A	414:601
22551778	A	602:773
22551778	A	774:874
22551778	A	875:1043
22551778	A	1044:1150
22551778	A	1151:1306
22551778	A	1307:1377
22551778	A	1378:1485
22551778	A	1486:1598
22553909	T	0:100
22553909	A	0:192
22553909	A	193:360
22553909	A	361:453
22553909	A	454:670
22553909	A	671:774
22553909	A	775:897
22553909	A	898:1116
22553909	A	1117:1303
22553909	A	1304:1525
22554350	T	0:122
22554350	A	0:186
22554350	A	187:268
22554350	A	269:721
22554350	A	722:812
22554350	A	813:954
22554350	A	955:1133
22554350	A	1134:1314
22554350	A	1315:1395
22554350	A	1396:1530
22554350	A	1531:1719
22564031	T	0:91
22564031	A	0:130
22564031	A	131:277
22564031	A	278:376
22564031	A	377:583
22564031	A	584:739
22564031	A	740:937
22564031	A	938:1010
22564031	A	1011:1131
22564031	A	1132:1262
22564439	T	0:59
22564439	A	0:268
22564439	A	269:534
22564439	A	535:738
22564439	A	739:823
22564440	T	0:139
22564440	A	0:190
22564440	A	191:514
22564440	A	515:700
22564440	A	701:920
22564440	A	921:1083
22564440	A	1084:1281
22564440	A	1282:1441
22564440	A	1442:1631
22564440	A	1632:1755
22564440	A	1756:2047
22564440	A	2048:2224
22564440	A	2225:2350
22564440	A	2351:2433
22564442	T	0:70
22564442	A	0:154
22564442	A	155:292
22564442	A	293:560
22564442	A	561:661
22564442	A	662:862
22564442	A	863:956
22564442	A	957:1071
22564442	A	1072:1271
22564442	A	1272:1359
22564442	A	1360:1507
22564442	A	1508:1774
22564442	A	1775:2035
22564442	A	2036:2120
22577127	T	0:98
22577127	A	0:10
22577972	T	0:82
22577972	A	0:197
22577972	A	198:363
22577972	A	364:543
22577972	A	544:722
22577972	A	723:857
22578098	T	0:132
22578098	A	0:153
22578098	A	154:299
22578098	A	300:449
22578098	A	450:589
22578098	A	590:716
22578098	A	717:822
22578098	A	823:940
22578098	A	941:1114
22578098	A	1115:1238
22578098	A	1239:1338
22578098	A	1339:1429
22578098	A	1430:1529
22579759	T	0:140
22579759	A	0:244
22579759	A	245:367
22579759	A	368:463
22579759	A	464:741
22579759	A	742:904
22579759	A	905:1218
22579759	A	1219:1376
22581512	T	0:87
22581512	A	0:51
22581512	A	52:213
22581512	A	214:273
22581512	A	274:386
22581512	A	387:467
22581512	A	468:470
22581512	A	471:484
22581512	A	485:487
22581512	A	488:539
22581512	A	540:661
22581512	A	662:832
22581512	A	833:965
22581512	A	966:1055
22581512	A	1056:1201
22585412	T	0:69
22585412	A	0:120
22585412	A	121:273
22585412	A	274:455
22585412	A	456:631
22585412	A	632:773
22585412	A	774:907
22585412	A	908:1052
22585412	A	1053:1093
22591127	T	0:47
22591127	A	0:280
22591127	A	281:418
22591127	A	419:524
22591127	A	525:588
22591127	A	589:726
22591127	A	727:774
22591127	A	775:874
22591127	A	875:936
22591127	A	937:1031
22591175	T	0:89
22591175	A	0:172
22591175	A	173:436
22591175	A	437:645
22591175	A	646:774
22591175	A	775:864
22591175	A	865:998
22607130	T	0:83
22607130	A	0:187
22607130	A	188:393
22607130	A	394:514
22607130	A	515:662
22607130	A	663:894
22607130	A	895:980
22607130	A	981:1182
22610748	T	0:96
22610748	A	0:62
22610748	A	63:129
22610748	A	130:383
22610748	A	384:503
22610748	A	504:736
22610748	A	737:772
22610748	A	773:902
22610748	A	903:1099
22610748	A	1100:1204
22610748	A	1205:1318
22610748	A	1319:1391
22610748	A	1392:1469
22610748	A	1470:1510
22614004	T	0:102
22614004	A	0:198
22614004	A	199:327
22614004	A	328:520
22614004	A	521:710
22614004	A	711:844
22614004	A	845:1254
22614004	A	1255:1433
22614004	A	1434:1692
22614004	A	1693:2017
22614014	T	0:67
22614014	A	0:220
22614014	A	221:333
22614014	A	334:479
22614014	A	480:586
22614014	A	587:751
22614014	A	752:973
22616839	T	0:157
22616839	A	0:168
22616839	A	169:262
22616839	A	263:402
22616839	A	403:510
22616839	A	511:625
22616839	A	626:762
22616839	A	763:994
22616839	A	995:1124
22616839	A	1125:1197
22616839	A	1198:1297
22616839	A	1298:1476
22616933	T	0:81
22616933	A	0:116
22616933	A	117:341
22616933	A	342:515
22616933	A	516:726
22616933	A	727:858
22616933	A	859:1001
22616933	A	1002:1074
22619007	T	0:68
22619007	A	0:99
22619007	A	100:174
22619007	A	175:320
22619007	A	321:458
22619007	A	459:646
22619007	A	647:741
22619007	A	742:842
22619007	A	843:1077
22619007	A	1078:1118
22626763	T	0:63
22626763	A	0:187
22626763	A	188:372
22626763	A	373:511
22626763	A	512:733
22626763	A	734:999
22626763	A	1000:1171
22626763	A	1172:1315
22626763	A	1316:1466
22626763	A	1467:1592
22626763	A	1593:1803
22628292	T	0:218
22628292	A	0:261
22628292	A	262:377
22628292	A	378:523
22628292	A	524:751
22628292	A	752:979
22628292	A	980:1078
22628292	A	1079:1253
22628292	A	1254:1475
22628292	A	1476:1516
22640596	T	0:68
22640596	A	0:87
22640596	A	88:318
22640596	A	319:469
22640631	T	0:73
22640631	A	0:78
22640631	A	79:355
22640631	A	356:507
22640631	A	508:644
22640631	A	645:784
22640631	A	785:892
22640631	A	893:1094
22640631	A	1095:1179
22646532	T	0:93
22646532	A	0:251
22646532	A	252:478
22646532	A	479:692
22646532	A	693:848
22646532	A	849:990
22646532	A	991:1159
22646532	A	1160:1451
22646532	A	1452:1699
22648611	T	0:108
22648611	A	0:227
22648611	A	228:443
22648611	A	444:506
22648611	A	507:686
22648611	A	687:850
22648611	A	851:1003
22648611	A	1004:1252
22648611	A	1253:1293
22664304	T	0:135
22664304	A	0:258
22664304	A	259:441
22664304	A	442:645
22664304	A	646:785
22664304	A	786:886
22664304	A	887:1010
22664304	A	1011:1190
22664304	A	1191:1323
22664304	A	1324:1408
22665062	T	0:98
22665062	A	0:84
22665062	A	85:251
22665062	A	252:427
22665062	A	428:577
22665062	A	578:738
22665062	A	739:871
22665062	A	872:1032
22665062	A	1033:1153
22665062	A	1154:1329
22665062	A	1330:1468
22665065	T	0:147
22665065	A	0:231
22665065	A	232:377
22665065	A	378:524
22665065	A	525:652
22665065	A	653:986
22665065	A	987:1140
22665065	A	1141:1453
22687345	T	0:87
22687345	A	0:196
22687345	A	197:366
22687345	A	367:455
22687345	A	456:766
22687345	A	767:934
22687345	A	935:1120
22687345	A	1121:1346
22687345	A	1347:1496
22687345	A	1497:1568
22690834	T	0:175
22690834	A	0:270
22690834	A	271:364
22690834	A	365:556
22690834	A	557:669
22690834	A	670:757
22690834	A	758:905
22690834	A	906:1044
22690834	A	1045:1175
22690834	A	1176:1276
22690834	A	1277:1419
22690834	A	1420:1700
22690834	A	1701:1795
22691039	T	0:82
22691039	A	0:152
22691039	A	153:234
22691039	A	235:350
22691108	T	0:111
22691108	A	0:174
22691108	A	175:324
22691108	A	325:442
22691108	A	443:563
22691108	A	564:710
22691108	A	711:856
22694127	T	0:103
22694127	A	0:254
22694127	A	255:315
22694127	A	316:447
22694127	A	448:563
22694127	A	564:729
22694127	A	730:903
22694127	A	904:1039
22694127	A	1040:1241
22694127	A	1242:1340
22694127	A	1341:1388
22694127	A	1389:1456
22697341	T	0:105
22697341	A	0:108
22697341	A	109:194
22697341	A	195:363
22697341	A	364:467
22697341	A	468:619
22697341	A	620:730
22697341	A	731:791
22697341	A	792:861
22697341	A	862:936
22697341	A	937:1071
22697341	A	1072:1225
22697341	A	1226:1340
22697341	A	1341:1428
22703292	T	0:96
22703292	A	0:208
22703292	A	209:387
22703292	A	388:452
22703292	A	453:613
22703292	A	614:701
22703292	A	702:898
22703292	A	899:1033
22703341	T	0:92
22703341	A	0:130
22703341	A	131:228
22703341	A	229:468
22703341	A	469:627
22703447	T	0:131
22703447	A	0:270
22703447	A	271:426
22703447	A	427:652
22703447	A	653:721
22703447	A	722:835
22705273	T	0:124
22705273	A	0:241
22705273	A	242:573
22705273	A	574:820
22705273	A	821:931
22705273	A	932:1377
22705273	A	1378:1541
22705273	A	1542:1651
22707396	T	0:103
22707396	A	0:82
22707396	A	83:196
22707396	A	197:427
22707396	A	428:544
22707396	A	545:674
22707396	A	675:773
22707396	A	774:859
22707396	A	860:919
22707396	A	920:1101
22707396	A	1102:1175
22707396	A	1176:1449
22708546	T	0:113
22708546	A	0:104
22708546	A	105:237
22708546	A	238:346
22708546	A	347:476
22708583	T	0:112
22708583	A	0:241
22708583	A	242:406
22708583	A	407:486
22708583	A	487:580
22708583	A	581:805
22708620	T	0:110
22708620	A	0:127
22708620	A	128:267
22708620	A	268:476
22708620	A	477:616
22708620	A	617:733
22708620	A	734:818
22708620	A	819:969
22708639	T	0:134
22708639	A	0:138
22708639	A	139:357
22708639	A	358:434
22708639	A	435:638
22708639	A	639:822
22708639	A	823:1027
22708657	T	0:75
22708657	A	0:158
22708657	A	159:282
22708657	A	283:346
22708724	T	0:77
22708724	A	0:203
22708724	A	204:412
22708724	A	413:663
22708724	A	664:827
22708724	A	828:1004
22712554	T	0:101
22712554	A	0:137
22712554	A	138:144
22712554	A	145:311
22712554	A	312:543
22713803	T	0:108
22713803	A	0:145
22713803	A	146:388
22713803	A	389:492
22713803	A	493:751
22713803	A	752:916
22713803	A	917:1203
22713803	A	1204:1537
22717740	T	0:131
22717740	A	0:126
22717740	A	127:278
22717740	A	279:455
22717740	A	456:580
22717740	A	581:715
22717740	A	716:905
22717740	A	906:1120
22717740	A	1121:1228
22717740	A	1229:1322
22717740	A	1323:1464
22717740	A	1465:1596
22717743	T	0:140
22717743	A	0:302
22717743	A	303:486
22717743	A	487:675
22717743	A	676:784
22717743	A	785:914
22717743	A	915:1001
22717743	A	1002:1090
22717743	A	1091:1291
22718571	T	0:139
22718571	A	0:159
22718571	A	160:250
22718571	A	251:374
22718571	A	375:566
22718571	A	567:756
22718571	A	757:906
22718571	A	907:947
22719017	T	0:125
22719017	A	0:164
22719017	A	165:528
22719017	A	529:725
22719017	A	726:1269
22719017	A	1270:1460
22719017	A	1461:1675
22720714	T	0:51
22720714	A	0:135
22720714	A	136:355
22722026	T	0:46
22722026	A	0:86
22722026	A	87:327
22722026	A	328:671
22722026	A	672:731
22722026	A	732:967
22722026	A	968:1044
22722026	A	1045:1292
22722026	A	1293:1402
22722027	T	0:111
22722027	A	0:107
22722027	A	108:339
22722027	A	340:524
22722027	A	525:651
22722027	A	652:760
22722027	A	761:980
22722027	A	981:1116
22722027	A	1117:1272
22722027	A	1273:1390
22722027	A	1391:1494
22722027	A	1495:1623
22722027	A	1624:1794
22722027	A	1795:1865
22722027	A	1866:2028
22722027	A	2029:2176
22722027	A	2177:2248
22722028	T	0:141
22722028	A	0:66
22722028	A	67:193
22722028	A	194:307
22722028	A	308:505
22722028	A	506:720
22722028	A	721:973
22722028	A	974:1234
22722028	A	1235:1612
22722028	A	1613:1851
22722028	A	1852:1923
22722774	T	0:113
22722774	A	0:170
22722774	A	171:438
22722774	A	439:580
22722774	A	581:658
22722774	A	659:778
22722774	A	779:885
22722774	A	886:999
22722774	A	1000:1181
22722774	A	1182:1269
22722774	A	1270:1545
22722774	A	1546:1686
22725249	T	0:67
22725249	A	0:141
22725249	A	142:420
22725249	A	421:614
22725249	A	615:758
22725249	A	759:948
22732147	T	0:50
22732147	A	0:104
22732147	A	105:211
22732147	A	212:348
22732147	A	349:542
22732147	A	543:632
22732147	A	633:775
22732147	A	776:863
22732440	T	0:115
22732440	A	0:174
22732440	A	175:395
22732440	A	396:719
22732440	A	720:1118
22732440	A	1119:1263
22732440	A	1264:1475
22732440	A	1476:1649
22732440	A	1650:1775
22732440	A	1776:1847
22736625	T	0:93
22736625	A	0:91
22736625	A	92:286
22736625	A	287:501
22736625	A	502:646
22736625	A	647:732
22736625	A	733:869
22736625	A	870:1006
22736625	A	1007:1377
22736625	A	1378:1418
22742738	T	0:100
22742738	A	0:110
22742738	A	111:238
22742738	A	239:429
22742738	A	430:712
22742738	A	713:888
22743996	T	0:76
22743996	A	0:150
22743996	A	151:344
22743996	A	345:470
22743996	A	471:683
22743996	A	684:855
22743996	A	856:1107
22743996	A	1108:1204
22743996	A	1205:1346
22749926	T	0:65
22749926	A	0:132
22749926	A	133:198
22749926	A	199:337
22749926	A	338:456
22749926	A	457:559
22749926	A	560:659
22749926	A	660:738
22749926	A	739:904
22749926	A	905:1026
22749926	A	1027:1189
22749926	A	1190:1307
22749926	A	1308:1424
22749926	A	1425:1614
22749926	A	1615:1758
22749926	A	1759:1863
22749926	A	1864:1935
22750077	T	0:46
22750077	A	0:133
22750077	A	134:342
22750077	A	343:522
22750077	A	523:696
22750077	A	697:822
22750077	A	823:905
22757667	T	0:90
22757667	A	0:281
22757667	A	282:334
22757667	A	335:428
22757667	A	429:500
22757667	A	501:628
22757667	A	629:701
22757667	A	702:924
22757667	A	925:1060
22757667	A	1061:1133
22761031	T	0:73
22761031	A	0:250
22761031	A	251:620
22761031	A	621:798
22761031	A	799:900
22761031	A	901:1075
22761031	A	1076:1147
22761031	A	1148:1188
22761042	T	0:182
22761042	A	0:216
22761042	A	217:372
22761042	A	373:479
22761042	A	480:637
22761042	A	638:760
22761042	A	761:894
22761042	A	895:1042
22761042	A	1043:1139
22761042	A	1140:1291
22761042	A	1292:1332
22765351	T	0:149
22765351	A	0:397
22765351	A	398:492
22765351	A	493:630
22765351	A	631:845
22765351	A	846:1142
22765351	A	1143:1303
22765351	A	1304:1517
22765351	A	1518:1679
22765351	A	1680:1948
22766391	T	0:117
22766391	A	0:335
22766391	A	336:448
22766391	A	449:713
22766391	A	714:900
22766391	A	901:1081
22766391	A	1082:1153
22777357	T	0:106
22777357	A	0:130
22777357	A	131:289
22777357	A	290:715
22777357	A	716:1196
22777357	A	1197:1421
22777357	A	1422:1671
22777357	A	1672:1808
22788802	T	0:112
22788802	A	0:274
22788802	A	275:399
22788802	A	400:554
22788802	A	555:753
22788802	A	754:847
22788802	A	848:970
22788802	A	971:1058
22788802	A	1059:1281
22788802	A	1282:1499
22788802	A	1500:1617
22788802	A	1618:1783
22790339	T	0:120
22790339	A	0:242
22790339	A	243:325
22790339	A	326:502
22790339	A	503:609
22790339	A	610:733
22790339	A	734:847
22790339	A	848:952
22790339	A	953:1081
22790339	A	1082:1169
22790339	A	1170:1311
22790339	A	1312:1530
22790339	A	1531:1731
22796110	T	0:64
22796110	A	0:97
22796110	A	98:305
22796110	A	306:677
22796110	A	678:749
22796428	T	0:161
22796428	A	0:129
22796428	A	130:310
22796428	A	311:471
22796428	A	472:717
22796428	A	718:844
22796428	A	845:945
22796428	A	946:1203
22796428	A	1204:1391
22796428	A	1392:1553
22796428	A	1554:1766
